access,accessno,accruals,acqvalue,admin,appnotes,appraisal,appraisor,archivist,archnotes,area,associate,authorx,caption,catby,catdate,cattype,classes,collection,conddate,condexam,condition,condnotes,containtxt,copies,creator,credit,curvalmax,curvalue,custodial,dataset,date,dateaccum,datecreate,descdate,descrip,dispdate,dispositn,dispvalue,earlydate,edition,elongitude,event,exhibitno,exhlabel1,exhlabel2,exhlabel3,exhlabel4,exhstart,extent,findaid,flagdate,flagnotes,flagreason,genre,gparent,group,homeloc,imagefile,imageno,inscomp,insdate,insets,insphone,inspremium,insrep,instrument,insvalue,interviewr,intvdate,intvlength,intvplace,intvrest,invnby,invndate,label,language,latdeg,latedate,legal,level,link,loancond,loandue,loaninno,loanno,locfield1,locfield2,locfield3,locfield4,locfield5,locfield6,longdeg,maintcycle,maintdate,maintnote,media,medium,mlanguage,narrator,narratorid,nlatitude,notes,objectid,objname,objname2,objname3,objnames,oldno,originals,otherno,parent,people,physchar,pmeridian,policyno,projection,pubdate,publisher,pubnotes,pubplace,quantity,recas,recdate,recfrom,refcode,related,relnotes,reviewed,rights,rules,scale,series,sheets,signedform,site,siteno,sitesadded,size,slatitude,status,statusby,statusdate,sterms,subjects,system,tempauthor,tempby,tempdate,temploc,tempnotes,tempreason,tempuntil,title,tlocfield1,tlocfield2,tlocfield3,tlocfield4,tlocfield5,tlocfield6,transcribr,transdate,transloc,udf1,udf10,udf11,udf12,udf13,udf14,udf15,udf16,udf17,udf18,udf19,udf2,udf20,udf21,udf22,udf3,udf4,udf5,udf6,udf7,udf8,udf9,updated,updatedby,valuedate,webinclude,webrights,wlongitude,ppid
,2017.124,,0.00,,,,,,,,,,Front,,2017-10-03,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Shetek Township Section 30, 31 and Lake Sarah Township Section 25, 36",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124074.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.074,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T15:54:13,Unknown,,false,,,CF4FEBAA-12C5-4685-817D-527645959840
,2017.124,,0.00,,,,,,,,,,Front,,2017-10-03,Map,,,,,,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Fenton Township Section 25, 36 and Iona Township Section 30, 31",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124075.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,1,,0.000000,,2017-09-28,,,,,,0,,,2017.124.075,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T15:56:11,Unknown,,false,,,E141570F-A4E8-49DF-BC02-829552306778
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Lowville Township Section 18, 19 and Cameron Township Section 13, 24",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124076.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.076,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:16:24,Unknown,,false,,,80C65E1F-8AB9-446B-98C4-923775899225
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Leeds Township Section 6, 7 and Cameron Township Section 1, 2",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124077.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.077,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:17:34,Unknown,,false,,,FD71D807-664E-41E0-93A9-417504407170
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Cameron Township Section 30, 31",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124078.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.078,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:18:07,Unknown,,false,,,F8E29389-3AFF-4A39-9F50-425102893224
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Cameron Township Section 28, 29, 32, 33",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124079.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.079,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:18:47,Unknown,,false,,,6CC10341-B689-4590-AF90-593613084501
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Cameron Township Section 26, 27, 34, 35",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124080.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.080,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:20:42,Unknown,,false,,,BD3AD0F3-F9EA-46B8-A0D8-136643924858
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Cameron Township Section 16, 17, 20, 21",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124081.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.081,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:21:23,Unknown,,false,,,5657EF36-C72E-4099-A18D-349622175613
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Cameron Township Section 18, 19",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124082.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.082,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:21:49,Unknown,,false,,,3F08C6A6-D105-4933-AC16-663193919210
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Cameron Township Section 6, 7",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124083.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.083,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:22:10,Unknown,,false,,,60E27880-64A2-46C2-BC94-301206827767
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Cameron Township Section 4, 5, 8, 9",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124084.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.084,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:22:34,Unknown,,false,,,76B279A5-9287-4CC3-BC39-425329751400
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Lake Sarah Township Section 4, 5, 8, 9",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124085.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.085,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:23:05,Unknown,,false,,,F77D0EBE-F7F9-4FCE-A353-337200683229
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Lake Sarah Township Section 6, 7 and Skandia 1, 12",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124086.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.086,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:24:04,Unknown,,false,,,75577356-1672-48EE-A899-874386011656
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Lake Sarah Township Section 2, 3, 10, 11",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124087.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.087,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:28:17,Unknown,,false,,,1C1BBF84-9B82-4E4F-B8CB-244367802451
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Ellsborough Township Section 2, 3, 10, 11",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124088.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.088,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:29:00,Unknown,,false,,,C843965F-29AA-4BC2-862A-682721629860
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Ellsborough Township Section 26, 27, 34, 35",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124089.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.089,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:29:39,Unknown,,false,,,BC259C1D-47ED-4E3F-B5B8-140155991760
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Ellsborough Township Section 16, 17, 20, 21",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124090.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.090,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:30:19,Unknown,,false,,,7F7E05E3-DCB8-420B-98AB-125232678921
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Ellsborough Township Section 18, 19",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124091.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.091,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:31:23,Unknown,,false,,,FED315F0-D827-4C92-8BBE-871642073927
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Ellsborough Township Section 6, 7",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124092.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.092,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:31:49,Unknown,,false,,,A9A634D9-E168-4D25-8580-309147033660
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Ellsborough Township Section 4, 5, 8, 9",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124093.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.093,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:32:17,Unknown,,false,,,09563328-7E08-47F0-B4D2-675934350890
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Ellsborough Township Section 30, 31",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124094.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.094,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:32:33,Unknown,,false,,,4B54EA1F-7ED5-4D3F-8ABB-977124434701
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Ellsborough Township Section 28, 29, 32, 33",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124095.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.095,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:33:08,Unknown,,false,,,83C994E9-1112-45FC-BE87-620184582141
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Ellsborough Township Section 14, 15, 22, 23",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124096.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.096,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:33:35,Unknown,,false,,,FFBC5AB6-8AD1-43AA-807D-402216428090
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Des Moines River Township Section 1, 12",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124097.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.097,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:36:25,Unknown,,false,,,E469B681-35FD-4A90-AD8D-886028280120
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Des Moines River Township Section 30, 31 and Lime Lake Township Section 25, 36",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124098.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.098,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:39:35,Unknown,,false,,,738BD61D-1D94-401D-AD53-053812551541
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Des Moines River Township Section 2, 3, 10, 11",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124099.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.099,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2022-03-29T17:46:40,Unknown,,false,,,90D1C160-942C-4684-9512-528914256330
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Bondin Township Section 25, 36 and Belfast Township Section 30, 31",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124100.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.100,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:39:25,Unknown,,false,,,C9314089-8F06-418C-A41B-269724105024
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Iona Township Section 25, 36 and Bondin Township Section 30, 31",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124101.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.101,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:40:27,Unknown,,false,,,9753286C-7CF8-45D9-8817-885321225926
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Bondin Township Section 16, 17, 20, 21",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124102.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.102,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:40:48,Unknown,,false,,,B91E21FB-7265-479F-9331-983983381108
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Bondin Township Section 14, 15, 22, 23",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124103.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.103,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:41:15,Unknown,,false,,,86D1B1B0-B1DB-4D10-BF82-161679530180
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Bondin Township Section 26, 27, 34, 35",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124104.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.104,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:42:06,Unknown,,false,,,70F2FD28-A353-4E38-9609-241554514968
,2017.124,,0.00,,,,,,,,,,Front,Jakob Etrheim,2017-10-03,Map,,,,,Good,,,,,,0.00,0.00,,,"July 10, 1968",,,,"Iona Township Section 1, 12 and Bondin Township Section 6, 7",,,,0,,,,0,,,,,,,,,,,,,,Museum,050\2017124105.JPG                                          ,4,,,,,,,,0.00,,,,,,,,,,0.000000,0,,,,,,,0,West wing,West wall,Map Drawers,,2,,0.000000,,2017-09-28,,,,,,0,,,2017.124.105,Photograph,"Survey, Land",,,,,,,,,,,,,,,,,Collected by Staff,,Murray County,,,,,,,,,,,,,,,,Accession,Gaylene J Chapman,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-03T16:42:52,Unknown,,false,,,2F5855DE-D750-4E2A-A798-453022356430
